epsilon,muon_minus_adamw_mean,ci95_low,ci95_high
0.001,-3.2622774597242527e-06,-5.831910690624234e-06,-6.926442288242713e-07
0.003,-2.5920599000532764e-05,-4.7874306981974945e-05,-3.966891019090584e-06
0.01,-0.00011906592408193059,-0.00022881502927738265,-9.316818886478514e-06
0.03,2.2517633622501907e-07,-0.0009662223202300701,0.0009666726729025201
0.1,-0.0030561380262952497,-0.00976395009803623,0.003651674045445731
